授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目
有機化学演習Ａ,廣戸 聡,,前期,水5,自然群,,
先端生命科学を支える技術Ｉ,日下部 杜央,,前期,水5,自然群,,
宇宙科学入門,前田 啓一・岩室 史英・上田 佳宏・栗田 光樹夫・野上 大作・浅井 歩・上野 悟・永田 伸一・佐々木 貴教・鶴 剛・木野 勝・横山 央明・細川 隆史・田島 治・高田 淳史・内田 裕之・川島 由依・榎戸 輝揚,,前期,水5,自然群,,
フランス語ＩＢ（演習） 再履修クラス F1262,Rouaud Olivier Jean,,前期,水5,外国語群,,
ドイツ語IIＡ D2110,杉山 東洋,,前期,水5,外国語群,,
フランス語IIＡ F2107,井上 卓也,,前期,水5,外国語群,,
中国語IIＡC207,小野寺 史郎,,前期,水5,外国語群,,
スペイン語IIＡ S2105,塚原 信行・駒村 幸,,前期,水5,外国語群,,
スペイン語IIＡ（演習） S2201,塚原 信行・BAINOTTI，Alberto Emilio,,前期,水5,外国語群,,
情報と社会,神田 崇行・田島 敬史・山下 直美,,前期,水5,情報群,,
ヒューマンインタフェースの心理と生理,下田 宏,,前期,水5,情報群,,
Programming Practice (Python) -E2,SEO Stela Hanbyeol,,前期,水5,情報群,,
情報AI基礎演習［全学向］,喜多 一,,前期,水5,情報群,,
Basics of Informatics and AI-E2,HADFI Rafik,,前期,水5,情報群,,
"確率論基礎 2T5,2T6,2T23,2T24",難波 隆弥,,前期,木1,自然群,,
微分積分学（講義・演義）Ａ 1S2,河本 野恵・高棹 圭介,,前期,木1・金2,自然群,,
微分積分学（講義・演義）Ａ 1S4,梶原 唯加・筒井 容平,,前期,木1・金2,自然群,,
線形代数学（講義・演義）Ａ 1S1,岡安 類・井上 瑛二,,前期,木1・金2,自然群,,
線形代数学（講義・演義）Ａ 1S3,中川 卓也・服部 真史,,前期,木1・金2,自然群,,
"物理学基礎論Ａ 1T7,1T8,1T9",吉岡 興一,,前期,木1,自然群,,
"物理学基礎論Ａ 1T10,1T11,1T12",岩室 史英,,前期,木1,自然群,,
解析力学,成木 恵,,前期,木1,自然群,,
"基礎物理化学（量子論） 1T17,1T18",今堀 博・大北 英生,,前期,木1,自然群,,
"基礎物理化学（量子論） 1T18,1T19",今堀 博・松田 建児,,前期,木1,自然群,,
"基礎物理化学（量子論） 1T20,1T21",今堀 博・陰山 洋,,前期,木1,自然群,,
"基礎物理化学（量子論） 1T21,1T22",今堀 博,,前期,木1,自然群,,
"統計入門 1M1,1M2",田村 寛,,前期,木1,自然群,,
"統計入門 1M2,1M3",石塚 直樹,,前期,木1,自然群,,
Mathematical Statistics-E2,"Croydon, David Alexander",,前期,木1,自然群,,
英語ライティング－リスニングＡ EW01a 1H1,久後 香純,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW01b 1H1,LeBlanc Catherine,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW02a 1H2,ダルスキー 智子,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW02b 1H2,VILLA，Kaoru Nakao,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW03a 1H3,横森 大輔,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW03b 1H3,SENA MORENO，Leisa cristina,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW30a 1S5,進藤 三佳,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW30b 1S5,DALSKY，David Jerome,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW31a 1S6,川本 充,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW31b 1S6,RUSSELL，Leeja Cassandra,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW32a 1S7,八木 淳一,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW32b 1S7,MCCARTHY，Tanya Miranda,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW33a 1S8,松本 敬子,,前期,木1,外国語群,,
英語ライティング－リスニングＡ EW33b 1S8,HAUSER，Jacob Richard,,前期,木1,外国語群,,
ドイツ語ＩＡ（文法） D1122,伊藤 克将,,前期,木1,外国語群,,
ドイツ語ＩＡ（文法） D1123,津田 拓人,,前期,木1,外国語群,,
フランス語ＩＡ（演習） F1212,GRAZIANI，Jean-Francois Rene,,前期,木1,外国語群,,
中国語ＩＡ（文法） C1123,大賀 晶子,,前期,木1,外国語群,,
中国語ＩＡ（演習） C1222,殷 文怡,,前期,木1,外国語群,,
中国語ＩＡ（演習） C1224,李 媛,,前期,木1,外国語群,,
スペイン語ＩＡ（演習） S1208,塚原 信行・HEVIA PENNA PABLO ANTONIO,,前期,木1,外国語群,,
微分積分学（講義・演義）Ａ 1S6,高棹 圭介・河本 野恵,,前期,木2・金2,自然群,,
微分積分学（講義・演義）Ａ 1S8,梶原 唯加・筒井 容平,,前期,木2・金2,自然群,,
線形代数学（講義・演義）Ａ 1S5,岡安 類・井上 瑛二,,前期,木2・金2,自然群,,
線形代数学（講義・演義）Ａ 1S7,中川 卓也・服部 真史,,前期,木2・金2,自然群,,
"微分積分学 ［文系］ 1E1,1E2,1E3,1A5",田中 亮吉,,前期,木2,自然群,,
"微分積分学 ［文系］ 1E4,1E5,1E6,1A5",吉川 謙一,,前期,木2,自然群,,
初修物理学Ａ,細田 耕,,前期,木2,自然群,,
"物理学基礎論Ａ 1T5,1T6",松原 明,,前期,木2,自然群,,
振動・波動論,中尾 恵,,前期,木2,自然群,,
Fundamentals of Materials I-E2,GAO，Si,,前期,木2,自然群,,
生命の有機化学,上杉 志成・安保 真裕・西尾 幸祐,,前期,木2,自然群,,
"基礎有機化学Ｉ 1T3,1T4",廣戸 聡,,前期,木2,自然群,,
"基礎有機化学Ｉ 1T17,1T18",田中 一生・杉野目 道紀,,前期,木2,自然群,,
"基礎有機化学Ｉ 1T18,1T19",田中 一生・中尾 佳亮,,前期,木2,自然群,,
"基礎有機化学Ｉ 1T20,1T21",田中 一生・藤原 哲晶,,前期,木2,自然群,,
"基礎有機化学Ｉ 1T21,1T22",田中 一生,,前期,木2,自然群,,
"基礎物理化学要論 1T1,1T2",中村 敏浩,,前期,木2,自然群,,
Basic Organic Chemistry I-E2,Juha Lintuluoto,,前期,木2,自然群,,
英語リーディング ER04 1L1,小島 基洋,,前期,木2,外国語群,,
英語リーディング ER05 1L2,PETERSON，Mark,,前期,木2,外国語群,,
英語リーディング ER06 1L3,加藤 弘嗣,,前期,木2,外国語群,,
英語リーディング ER26 1S1,合田 典世,,前期,木2,外国語群,,
英語リーディング ER27 1S2,貫井 隆,,前期,木2,外国語群,,
英語リーディング ER28 1S3,森口 由香,,前期,木2,外国語群,,
英語リーディング ER29 1S4,伊村 大樹,,前期,木2,外国語群,,
英語ライティング－リスニングＡ EW07a 1L4,松本 敬子,,前期,木2,外国語群,,
英語ライティング－リスニングＡ EW07b 1L4,SENA MORENO，Leisa cristina,,前期,木2,外国語群,,
英語ライティング－リスニングＡ EW08a 1L5,川本 充,,前期,木2,外国語群,,
英語ライティング－リスニングＡ EW08b 1L5,LeBlanc Catherine,,前期,木2,外国語群,,
英語ライティング－リスニングＡ EW09a 1L6,進藤 三佳,,前期,木2,外国語群,,
英語ライティング－リスニングＡ EW09b 1L6,RUSSELL，Leeja Cassandra,,前期,木2,外国語群,,
ドイツ語ＩＡ（文法） D1119,林嵜 伸二,,前期,木2,外国語群,,
ドイツ語ＩＡ（演習） D1220,井尻 楽,,前期,木2,外国語群,,
ドイツ語ＩＡ（演習） D1221,ROER，Manfred Karl,,前期,木2,外国語群,,
ドイツ語ＩＢ（演習） 再履修クラス D1261,伊藤 克将,,前期,木2,外国語群,,
フランス語ＩＡ（文法） F1111,西山 由紀,,前期,木2,外国語群,,
中国語ＩＡ（文法） C1118,劉 愛群,,前期,木2,外国語群,,
中国語ＩＡ（演習） C1219,殷 文怡,,前期,木2,外国語群,,
中国語ＩＡ（演習） C1220,二宮 美那子,,前期,木2,外国語群,,
中国語ＩＡ（演習） C1221,孫 文秀,,前期,木2,外国語群,,
スペイン語ＩＡ（文法） S1107,塚原 信行・小川 雅美,,前期,木2,外国語群,,
ドイツ語IIＡ D2112,津田 拓人,,前期,木2,外国語群,,
中国語IIＡC208,大賀 晶子,,前期,木2,外国語群,,
中国語IIＡC218,徐 勤,,前期,木2,外国語群,,
スペイン語IIＡ（演習） S2202,塚原 信行・HEVIA PENNA PABLO ANTONIO,,前期,木2,外国語群,,
日本語初級Ｉ（読解･作文）,江夏 亜希子,,前期,木2,外国語群,,
日本語初級II（会話）,大和 祐子,,前期,木2,外国語群,,
日本語中級II（会話）,和田 弥恵子,,前期,木2,外国語群,,
日本語上級（作文）,中嶌 容子,,前期,木2,外国語群,,
日本語教育演習,パリハワダナ ルチラ,,前期,木2,外国語群,,
情報AI基礎演習［全学向］,酒井 博之,,前期,木2,情報群,,
"微分積分学続論Ｉ－ベクトル解析 2T7,2T8,2T9",矢ヶ崎 一幸,,前期,木3,自然群,,
"微分積分学続論Ｉ－ベクトル解析 2H1,2H2,2H3,2T20,2T21,2T22",足立 匡義,,前期,木3,自然群,,
"微分積分学続論Ｉ－ベクトル解析 2T23,2T24",柴山 允瑠,,前期,木3,自然群,,
Quest for Mathematics I-E2,"MENG, Xiangqian",,前期,木3,自然群,,
"物理学実験 1T13,1T14,1T15,1T16,1T23,1T24",舟橋 春彦,,前期,木3・木4,自然群,,
Introduction to Solid State Physics-E2,Jorge Luis Puebla Nunez,,前期,木3,自然群,,
"基礎化学実験 1M4,1T11,1T12",許 健・野中 元裕・中川 直樹・森瀬 譲二・杉山 雅人・高橋 知子・渡邊 稔樹・大林 駆・野村 洋平,,前期,木3・木4,自然群,,
生物学実習Ｉ ［基礎コース］,土屋 徹・瀬戸口 浩彰・市岡 孝朗・西川 完途・佐藤 博俊・原 壮大朗・谷村 文,,前期,木3・木4,自然群,,
生物学実習Ｉ ［基礎コース］,加藤 紀彦・古谷 寛治・東樹 宏和,,前期,木3・木4,自然群,,
図学Ａ,山本 直彦,,前期,木3,自然群,,
"統計入門 2S1,2S2,2S3,2S4",西川 星也,,前期,木3,自然群,,
"統計入門 2S5,2S6,2S7,2S8",井本 桂右・佐藤 敦,,前期,木3,自然群,,
統計と人工知能,竹内 孝・鹿島 久嗣,,前期,木3,自然群,,
ISS (Natural Sciences b)-E2 :Designing the Future:From the Origin of Life to Future life,"KIM, Minsoo・CARLTON，Peter・RAUDZUS，Fabian・PATAKY，Todd・BRANDANI，Giovanni・Bruno",,前期,木3・木5,自然群,,
英語リーディング ER20 1E1,徳永 悠,,前期,木3,外国語群,,
英語リーディング ER21 1E2,加藤 弘嗣,,前期,木3,外国語群,,
英語リーディング ER22 1E3,森口 由香,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW23a 1E4,松本 敬子,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW23b 1E4,"RYLANDER, John",,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW24a 1E5,川本 充,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW24b 1E5,"Gumbilai, Valentino Milton Junior",,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW25a 1E6,横森 大輔,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW25b 1E6,DALSKY，David Jerome,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW48a 1T7,佐藤 龍一,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW48b 1T7,MCCARTHY，Tanya Miranda,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW49a 1T8,貫井 隆,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW49b 1T8,RUSSELL，Leeja Cassandra,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW50a 1T9,八木 淳一,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW50b 1T9,Schipper Sara,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW51a 1T10,LeBlanc Catherine,,前期,木3,外国語群,,
英語ライティング－リスニングＡ EW51b 1T10,HAUSER，Jacob Richard,,前期,木3,外国語群,,
ドイツ語ＩＡ（文法） D1115,島 憲男,,前期,木3,外国語群,,
ドイツ語ＩＡ（文法） D1118,林嵜 伸二,,前期,木3,外国語群,,
ドイツ語ＩＡ（演習） D1216,山取 圭澄,,前期,木3,外国語群,,
ドイツ語ＩＡ（演習） D1217,飛鳥井 雅友,,前期,木3,外国語群,,
フランス語ＩＡ（演習） F1210,都留ドゥヴォー 恵美里,,前期,木3,外国語群,,
中国語ＩＡ（文法） C1113,大賀 晶子,,前期,木3,外国語群,,
中国語ＩＡ（文法） C1117,松江 崇,,前期,木3,外国語群,,
中国語ＩＡ（演習） C1214,成 高雅,,前期,木3,外国語群,,
中国語ＩＡ（演習） C1215,姜 若冰,,前期,木3,外国語群,,
中国語ＩＡ（演習） C1216,孫 文秀,,前期,木3,外国語群,,
ロシア語ＩＡ（文法） R1102,堀口 大樹,,前期,木3,外国語群,,
スペイン語ＩＡ（文法） S1106,塚原 信行・小川 雅美,,前期,木3,外国語群,,
朝鮮語ＩＡ（演習） K1202,文 斗卓,,前期,木3,外国語群,,
アラビア語ＩＡ（文法） A1102,三代川 寛子,,前期,木3,外国語群,,
ドイツ語IIＡ（会話） D2202,ROER，Manfred Karl,,前期,木3,外国語群,,
フランス語IIＡ F2108,西山 由紀,,前期,木3,外国語群,,
イタリア語IIＡ I2101,霜田 洋祐,,前期,木3,外国語群,,
朝鮮語IIＡ K2101,郭 旻錫,,前期,木3,外国語群,,
日本語初級Ｉ（会話）,和田 弥恵子,,前期,木3,外国語群,,
日本語上級（聴解）,中嶌 容子,,前期,木3,外国語群,,
日本語中級IIＡ（総合）,江夏 亜希子,,前期,木3,外国語群,,
"Multimodal AI: Unifying Vision, Language and Audio-E2","LALA, Divesh Kanu",,前期,木3,情報群,,
"自然現象と数学 1T17,1T18,1T19",佐藤 徹・水落 憲和,,前期,木4,自然群,,
"自然現象と数学 1T20,1T21,1T22",長嶺 信輔・堀中 順一,,前期,木4,自然群,,
Linear Algebra A-E2,上田 福大,,前期,木4,自然群,,
統合型複合科目（自然群m） ：数学で見る生命現象,國府 寛司・高橋 淑子・石本 健太・青柳 富誌生・寺前 順之介・望月 敦史・石川 雅人・德田 有矢・白井 哲哉・寺川 まゆ,,前期,木4・木5,自然群,,
低温科学Ａ,石田 憲二・栁瀬 陽一・高橋 義朗・松原 明,,前期,木4,自然群,,
Physics of Wave and Oscillation 2T25,KIM，SUNMIN,,前期,木4,自然群,,
Fundamental Physics A 1T25,QURESHI，Ali Gul・市川 温,,前期,木4,自然群,,
化学のフロンティアＩ,小野 輝男・倉重 佑輝・高野 祥太朗・山田 容子・長谷川 健・山本 遥一・若宮 淳志,,前期,木4,自然群,,
Revisiting Basic Organic Chemistry II-E2,LANDENBERGER，Kira Beth,,前期,木4,自然群,,
Chemistry for non-science majors I-E2,PINCELLA，Francesca,,前期,木4,自然群,,
神経科学の基礎,後藤 幸織・西田 眞也・熊田 孝恒,,前期,木4,自然群,,
博物誌学,高井 正成,,前期,木4,自然群,,
Introduction to Hydrology-E2,Sameh Kantoush,,前期,木4,自然群,,
図学Ａ,山本 直彦,,前期,木4,自然群,,
データ分析基礎,林 和則,,前期,木4,自然群,,
霊長類学入門Ｉ,足立 幾磨・半谷 吾郎・網田 英敏,,前期,木4,自然群,,
Introduction to Biological Data Analysis-E2,Martin Robert,,前期,木4,自然群,,
英語ライティング－リスニングＢ 単位未修得者クラス ESW55,八木 淳一,,前期,木4,外国語群,,
ドイツ語ＩＡ（文法） D1103,林嵜 伸二,,前期,木4,外国語群,,
ドイツ語ＩＡ（演習） D1211,飛鳥井 雅友,,前期,木4,外国語群,,
ドイツ語ＩＡ（演習） D1212,ROER，Manfred Karl,,前期,木4,外国語群,,
フランス語ＩＡ（文法） F1107,青山 千紗,,前期,木4,外国語群,,
フランス語ＩＡ（文法） F1108,井上 卓也,,前期,木4,外国語群,,
フランス語ＩＡ（演習） F1203,PHOTHISANE，Sarah,,前期,木4,外国語群,,
フランス語ＩＡ（演習） F1204,都留ドゥヴォー 恵美里,,前期,木4,外国語群,,
中国語ＩＡ（演習） C1201,劉 愛群,,前期,木4,外国語群,,
中国語ＩＡ（演習） C1205,成 高雅,,前期,木4,外国語群,,
スペイン語ＩＡ（文法） S1103,塚原 信行・小川 雅美,,前期,木4,外国語群,,
スペイン語ＩＡ（演習） S1201,塚原 信行・HEVIA PENNA PABLO ANTONIO,,前期,木4,外国語群,,
ドイツ語IIＡ D2111,山取 圭澄,,前期,木4,外国語群,,
中国語IIＡC219,姜 若冰,,前期,木4,外国語群,,
日本語中級Ｉ（作文）,鈴木 美和子,,前期,木4,外国語群,,
日本語中級II（作文）,半田 佳奈子,,前期,木4,外国語群,,
