授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目,年度
データ分析演習Ｉ,岡本 雅子,,後期,水1,自然群,,,2026
英語リーディング,林 美穂子,,後期,水1,外国語群,,,2026
英語リーディング,國友 万裕,,後期,水1,外国語群,,,2026
英語リーディング,勝又 直也,,後期,水1,外国語群,,,2026
英語ライティング－リスニングＢ,Peterson Sung,,後期,水1,外国語群,,,2026
英語ライティング－リスニングＢ 上級,Lees，David,,後期,水1,外国語群,,,2026
微分積分学続論II－微分方程式,筒井 容平,,後期,水2,自然群,,,2026
関数論,坂上 貴之,,後期,水2,自然群,,,2026
微分積分学（講義・演義）Ｂ,岡安 類・窪田 陽介,,後期,水2・金3,自然群,,,2026
微分積分学（講義・演義）Ｂ,上野 智弘,,後期,水2・木1,自然群,,,2026
線形代数学（講義・演義）Ｂ,足立 匡義,,後期,水2・木2,自然群,,,2026
初修物理学Ｂ,奥村 英之・下田 宏,,後期,水2,自然群,,,2026
熱力学,川西 咲子,,後期,水2,自然群,,,2026
力学続論,宮崎 修次,,後期,水2,自然群,,,2026
力学続論,高木 紀明,,後期,水2,自然群,,,2026
Theory of Special Relativity-E2,Antonio De Felice,,後期,水2,自然群,,,2026
基礎物理化学（熱力学）,水野 操,,後期,水2,自然群,,,2026
基礎物理化学（熱力学）,奥山 弘,,後期,水2,自然群,,,2026
基礎物理化学（熱力学）,小板谷 貴典,,後期,水2,自然群,,,2026
自然人類学II,中務 真人・森本 直記,,後期,水2,自然群,,,2026
Field Earth Science-E2,ZWINGMANN，Horst Friedrich August,,後期,水2,自然群,,,2026
数理統計,上木 直昌,,後期,水2,自然群,,,2026
Basic Genetic Engineering-E2,Adam Tsuda GUY,,後期,水2,自然群,,,2026
Food Science-E2,YASIR SERAG ALNOR MOHAMMED SERAG ALNOR,,後期,水2,自然群,,,2026
英語リーディング,桒山 智成,,後期,水2,外国語群,,,2026
英語リーディング,國友 万裕,,後期,水2,外国語群,,,2026
英語リーディング,合田 典世,,後期,水2,外国語群,,,2026
英語リーディング,林 美穂子,,後期,水2,外国語群,,,2026
英語リーディング,谷口 一美,,後期,水2,外国語群,,,2026
英語リーディング,勝又 直也,,後期,水2,外国語群,,,2026
英語ライティング－リスニングＢ,松本 敬子,,後期,水2,外国語群,,,2026
ドイツ語ＩＢ（演習） 再履修クラス,細見 和之,,後期,水2,外国語群,,,2026
ドイツ語IIＢ,伊藤 克将,,後期,水2,外国語群,,,2026
ドイツ語IIＢ,薦田 奈美,,後期,水2,外国語群,,,2026
フランス語IIIＢ,,,後期,水2,外国語群,,,2026
中国語IIＢC254,山本 浩史,,後期,水2,外国語群,,,2026
日本語初級Ｉ（会話）,橋本 佳美,,後期,水2,外国語群,,,2026
日本語中級II（読解）,浦木 貴和,,後期,水2,外国語群,,,2026
プログラミング演習（関数型言語）,"THIES, Holger",,後期,水2,情報群,,,2026
線形代数学Ｂ,辻本 諭,,後期,水3,自然群,,,2026
微分積分学（講義・演義）Ｂ,林 雅行,,後期,水3・木2,自然群,,,2026
微分積分学（講義・演義）Ｂ,小菅 真吾,,後期,水3・金1,自然群,,,2026
微分積分学（講義・演義）Ｂ,林 雅行・平川 亮太,,後期,水3・金1,自然群,,,2026
微分積分学（講義・演義）Ｂ,小菅 真吾,,後期,水3・金2,自然群,,,2026
微分積分学（講義・演義）Ｂ,林 雅行・平川 亮太,,後期,水3・金2,自然群,,,2026
微分積分学（講義・演義）Ｂ,美舩 健,,後期,水3・金1,自然群,,,2026
微分積分学（講義・演義）Ｂ,美舩 健,,後期,水3・金2,自然群,,,2026
線形代数学（講義・演義）Ｂ,吉川 敦子・角濱 寛隆,,後期,水3・金1,自然群,,,2026
線形代数学（講義・演義）Ｂ,吉川 敦子・角濱 寛隆,,後期,水3・金2,自然群,,,2026
線形代数学（講義・演義）Ｂ,井上 義也・三浦 真人,,後期,水3・金1,自然群,,,2026
線形代数学（講義・演義）Ｂ,三浦 真人・井上 義也,,後期,水3・金2,自然群,,,2026
物理学実験,藤原 直樹,,後期,水3・水4,自然群,,,2026
先進エネルギー変換,川那辺 洋・林 潤・澄川 貴志・長﨑 百伸・堀部 直人・安部 正高・河合 江美・木下 勝之・八木 重郎・小林 進二・森下 和功,,後期,水3,自然群,,,2026
Thermodynamics-E2,DECHANT，Andreas,,後期,水3,自然群,,,2026
基礎化学実験,中村 敏浩・許 健・松本 充央・西川 哲理・高見 大地・西尾 幸祐,,後期,水3・水4,自然群,,,2026
探究型化学課題演習III －有機化合物の化学－,藤田 健一,,後期,水3・水4,自然群,,,2026
探究型化学課題演習III －有機化合物の化学－,藤田 健一,,後期,水3・水4,自然群,,,2026
基礎有機化学II,大野 浩章,,後期,水3,自然群,,,2026
Fundamental Chemical Experiments-E2,Juha Lintuluoto・Yi Wei・Nguyen Thanh Phuc・Cathy McNamee,,後期,水3・水4,自然群,,,2026
生物学実習II ［自然史コース］,西川 完途・市岡 孝朗・佐藤 博俊・原 壮大朗,,後期,水3・水4,自然群,,,2026
Principles of Horticulture-E2,HSIANG Tzu-Fan,,後期,水3,自然群,,,2026
Plant Biotechnology-E2,YASIR SERAG ALNOR MOHAMMED SERAG ALNOR,,後期,水3,自然群,,,2026
英語リーディング,林 美穂子,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,Lees，David,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,浅野 真也,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,"RUSSELL, JAMES DOUGLAS",,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,笹尾 洋介,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,LeBlanc Catherine,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,藤岡 真樹,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,"RYLANDER, John",,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,伊藤 孝治,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,Peterson Sung,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,豊島 知穂,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,DALSKY，David Jerome,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,和泉 絵美,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,HAUSER，Jacob Richard,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,山本 玲子,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,MILNE，Daniel,,後期,水3,外国語群,,,2026
英語ライティング－リスニングＢ,佐藤 龍一,,後期,水3,外国語群,,,2026
ドイツ語ＩＢ（文法）,細見 和之,,後期,水3,外国語群,,,2026
ドイツ語ＩＢ（演習）,筒井 友弥,,後期,水3,外国語群,,,2026
ドイツ語ＩＢ（演習）,薦田 奈美,,後期,水3,外国語群,,,2026
フランス語ＩＢ（文法）,松原 冬二,,後期,水3,外国語群,,,2026
中国語ＩＢ（文法）,山本 浩史,,後期,水3,外国語群,,,2026
中国語ＩＢ（文法）,鈴木 博之,,後期,水3,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・BAINOTTI，Alberto Emilio,,後期,水3,外国語群,,,2026
ドイツ語IIＢ,小林 哲也・五反田 純,,後期,水3,外国語群,,,2026
ドイツ語IIＢ,西脇 麻衣子,,後期,水3,外国語群,,,2026
ドイツ語IIＢ（会話）,田代 ルイーサ,,後期,水3,外国語群,,,2026
フランス語IIＢ,西山 教行,,後期,水3,外国語群,,,2026
中国語IIＢC255,松江 崇,,後期,水3,外国語群,,,2026
中国語IIＢC267,孫 楊洋,,後期,水3,外国語群,,,2026
日本語初級Ｉ（聴解）,橋本 佳美,,後期,水3,外国語群,,,2026
日本語初級II（聴解）,浦木 貴和,,後期,水3,外国語群,,,2026
日本語中級Ｉ（作文）,鈴木 美和子,,後期,水3,外国語群,,,2026
微分積分学続論II－微分方程式,高棹 圭介,,後期,水4,自然群,,,2026
微分積分学（講義・演義）Ｂ,林 雅行,,後期,水4・木2,自然群,,,2026
物理学基礎論Ｂ,梅野 健,,後期,水4,自然群,,,2026
力学続論,橋本 顕一郎,,後期,水4,自然群,,,2026
Introduction to Statistical Physics-E2,"PETERS,Robert",,後期,水4,自然群,,,2026
Physics for All-E2,金 英寛,,後期,水4,自然群,,,2026
基礎物理化学（量子論）,渡邊 一也,,後期,水4,自然群,,,2026
基礎物理化学（量子論）,内本 喜晴,,後期,水4,自然群,,,2026
基礎物理化学（量子論）,吉田 寿雄,,後期,水4,自然群,,,2026
細胞と分子の基礎生物学,今元 泰・船山 典子,,後期,水4,自然群,,,2026
細胞と分子の基礎生物学,嶋田 知生・小山 時隆,,後期,水4,自然群,,,2026
宇宙科学入門,前田 啓一・岩室 史英・上田 佳宏・栗田 光樹夫・野上 大作・浅井 歩・上野 悟・永田 伸一・佐々木 貴教・鶴 剛・横山 央明・木野 勝・細川 隆史・田島 治・高田 淳史・川島 由依・内田 裕之・榎戸 輝揚,,後期,水4,自然群,,,2026
Introduction to Mineral Resources-E2,AU Ka Man,,後期,水4,自然群,,,2026
図学Ｂ,中嶋 節子,,後期,水4,自然群,,,2026
統計と人工知能,谷口 忠大・長野 匡隼,,後期,水4,自然群,,,2026
英語リーディング 単位未修得者クラス,徳永 悠,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,"RUSSELL, JAMES DOUGLAS",,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,山本 玲子,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,Peterson Sung,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,豊島 知穂,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,"RYLANDER, John",,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,伊藤 孝治,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,DALSKY，David Jerome,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ,浅野 真也,,後期,水4,外国語群,,,2026
英語ライティング－リスニングＢ 単位未修得者クラス,笹尾 洋介,,後期,水4,外国語群,,,2026
ドイツ語ＩＡ（文法） 再履修クラス,西脇 麻衣子,,後期,水4,外国語群,,,2026
ドイツ語ＩＢ（文法）,小林 哲也・五反田 純,,後期,水4,外国語群,,,2026
ドイツ語ＩＢ（文法）,杉山 東洋,,後期,水4,外国語群,,,2026
ドイツ語ＩＢ（演習）,伊藤 克将,,後期,水4,外国語群,,,2026
フランス語ＩＢ（文法）,井上 卓也,,後期,水4,外国語群,,,2026
フランス語ＩＢ（演習）,Rouaud Olivier Jean,,後期,水4,外国語群,,,2026
中国語ＩＢ（文法）,山本 浩史,,後期,水4,外国語群,,,2026
中国語ＩＢ（演習）,二宮 美那子,,後期,水4,外国語群,,,2026
中国語ＩＢ（演習）,津守 陽,,後期,水4,外国語群,,,2026
中国語ＩＢ（演習）,孫 楊洋,,後期,水4,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・BAINOTTI，Alberto Emilio,,後期,水4,外国語群,,,2026
フランス語IIＢ,松原 冬二,,後期,水4,外国語群,,,2026
フランス語IIＢ（演習）,,,後期,水4,外国語群,,,2026
中国語IIＢC256,鈴木 博之,,後期,水4,外国語群,,,2026
スペイン語IIＢ,塚原 信行・駒村 幸,,後期,水4,外国語群,,,2026
日本語初級II（会話）,浦木 貴和,,後期,水4,外国語群,,,2026
日本語上級（論文・レポート作成）,手塚 まゆ子,,後期,水4,外国語群,,,2026
情報AI基礎演習［工学部］ （電気電子工学科）,松田 一成,,後期,水4・水5,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （電気電子工学科）,島﨑 秀昭,,後期,水4・水5,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （電気電子工学科）,川原 僚,,後期,水4・水5,情報群,,プログラミング入門,2026
線形代数学続論,赤坂 立也,,後期,水5,自然群,,,2026
Advanced Calculus II-Differential Equations,QURESHI，Ali Gul,,後期,水5,自然群,,,2026
数学探訪Ｉ,立木 秀樹,,後期,水5,自然群,,,2026
Soft Matter Physics-E2 :From Condensed Matter to Life,BRANDANI，Giovanni・Bruno,,後期,水5,自然群,,,2026
有機化学演習Ｂ,廣戸 聡,,後期,水5,自然群,,,2026
宇宙科学入門,前田 啓一・岩室 史英・上田 佳宏・栗田 光樹夫・野上 大作・浅井 歩・上野 悟・永田 伸一・佐々木 貴教・榎戸 輝揚・鶴 剛・横山 央明・木野 勝・細川 隆史・田島 治・高田 淳史・川島 由依・内田 裕之,,後期,水5,自然群,,,2026
フランス語ＩＡ（演習） 再履修クラス,Rouaud Olivier Jean,,後期,水5,外国語群,,,2026
ドイツ語IIＢ,中村 徳仁,,後期,水5,外国語群,,,2026
フランス語IIＢ,井上 卓也,,後期,水5,外国語群,,,2026
中国語IIＢC257,小野寺 史郎,,後期,水5,外国語群,,,2026
スペイン語IIＢ,塚原 信行・駒村 幸,,後期,水5,外国語群,,,2026
スペイン語IIＢ（演習）,塚原 信行・BAINOTTI，Alberto Emilio,,後期,水5,外国語群,,,2026
Information Network-E2,"THIES, Holger",,後期,水5,情報群,,,2026
アルゴリズム入門,十河 卓司,,後期,水5,情報群,,,2026
情報ネットワーク,日置 尋久,,後期,水5,情報群,,,2026
Programming Practice (Python) -E2,SEO Stela Hanbyeol,,後期,水5,情報群,,,2026
情報AI基礎［理学部］,西村 進・宮路 智行,,後期,水5,情報群,,情報基礎実践,2026
情報AI基礎［工学部］ （地球工学科）,菊本 統・島田 洋子・柏谷 公希・廣井 慧,,後期,水5,情報群,,情報基礎実践,2026
微分積分学（講義・演義）Ｂ,河本 野恵・清水 扇丈,,後期,木1・金2,自然群,,,2026
微分積分学（講義・演義）Ｂ,前川 泰則・梶原 唯加,,後期,木1・金2,自然群,,,2026
線形代数学（講義・演義）Ｂ,岡安 類・井上 瑛二,,後期,木1・金2,自然群,,,2026
線形代数学（講義・演義）Ｂ,中川 卓也・角濱 寛隆,,後期,木1・金2,自然群,,,2026
物理学基礎論Ｂ,石澤 明宏,,後期,木1,自然群,,,2026
物理学基礎論Ｂ,前田 啓一,,後期,木1,自然群,,,2026
基礎物理化学（熱力学）,中村 洋・浦山 健治,,後期,木1,自然群,,,2026
基礎物理化学（熱力学）,中村 洋・前多 裕介,,後期,木1,自然群,,,2026
基礎有機化学II,杉安 和憲・石田 直樹,,後期,木1,自然群,,,2026
基礎有機化学II,杉安 和憲,,後期,木1,自然群,,,2026
数理統計,森 隆大,,後期,木1,自然群,,,2026
データ分析演習II,田村 寛・植嶋 大晃,,後期,木1,自然群,,,2026
Mathematical Statistics-E2,"Croydon, David Alexander",,後期,木1,自然群,,,2026
英語ライティング－リスニングＢ,LeBlanc Catherine,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,久後 香純,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,VILLA，Kaoru Nakao,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,ダルスキー 智子,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,SENA MORENO，Leisa cristina,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,横森 大輔,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,DALSKY，David Jerome,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,進藤 三佳,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,RUSSELL，Leeja Cassandra,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,川本 充,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,MCCARTHY，Tanya Miranda,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,八木 淳一,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,HAUSER，Jacob Richard,,後期,木1,外国語群,,,2026
英語ライティング－リスニングＢ,松本 敬子,,後期,木1,外国語群,,,2026
ドイツ語ＩＢ（文法）,伊藤 克将,,後期,木1,外国語群,,,2026
ドイツ語ＩＢ（文法）,津田 拓人,,後期,木1,外国語群,,,2026
フランス語ＩＢ（演習）,GRAZIANI，Jean-Francois Rene,,後期,木1,外国語群,,,2026
中国語ＩＢ（文法）,大賀 晶子,,後期,木1,外国語群,,,2026
中国語ＩＢ（演習）,殷 文怡,,後期,木1,外国語群,,,2026
中国語ＩＢ（演習）,李 媛,,後期,木1,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・HEVIA PENNA PABLO ANTONIO,,後期,木1,外国語群,,,2026
微分積分学（講義・演義）Ｂ,清水 扇丈・河本 野恵,,後期,木2・金2,自然群,,,2026
微分積分学（講義・演義）Ｂ,前川 泰則・梶原 唯加,,後期,木2・金2,自然群,,,2026
線形代数学（講義・演義）Ｂ,岡安 類・井上 瑛二,,後期,木2・金2,自然群,,,2026
線形代数学（講義・演義）Ｂ,中川 卓也・角濱 寛隆,,後期,木2・金2,自然群,,,2026
物理学基礎論Ｂ,松山 顕之,,後期,木2,自然群,,,2026
Physics for All-E2,Tam Willy Nguyen,,後期,木2,自然群,,,2026
基礎物理化学（熱力学）,中村 洋・寺村 謙太郎,,後期,木2,自然群,,,2026
基礎物理化学（熱力学）,中村 洋,,後期,木2,自然群,,,2026
基礎有機化学II,杉安 和憲・大宮 寛久,,後期,木2,自然群,,,2026
基礎有機化学II,杉安 和憲・近藤 輝幸,,後期,木2,自然群,,,2026
文系向の基礎化学II,白石 太郎,,後期,木2,自然群,,,2026
Basic Organic Chemistry II-E2,Juha Lintuluoto,,後期,木2,自然群,,,2026
Outline of Chemistry I(Its History and Fundamentals)-E2,GAO，Si,,後期,木2,自然群,,,2026
太陽系と地球の物質,小木曽 哲,,後期,木2,自然群,,,2026
数理・データ科学のための数学入門II,FLANAGAN，Brendan John,,後期,木2,自然群,,,2026
Second Course in Statistics-E2,"Croydon, David Alexander",,後期,木2,自然群,,,2026
英語リーディング,PETERSON，Mark,,後期,木2,外国語群,,,2026
英語リーディング,加藤 弘嗣,,後期,木2,外国語群,,,2026
英語リーディング,小島 基洋,,後期,木2,外国語群,,,2026
英語リーディング,貫井 隆,,後期,木2,外国語群,,,2026
英語リーディング,森口 由香,,後期,木2,外国語群,,,2026
英語リーディング,伊村 大樹,,後期,木2,外国語群,,,2026
英語リーディング,合田 典世,,後期,木2,外国語群,,,2026
英語ライティング－リスニングＢ,SENA MORENO，Leisa cristina,,後期,木2,外国語群,,,2026
英語ライティング－リスニングＢ,松本 敬子,,後期,木2,外国語群,,,2026
英語ライティング－リスニングＢ,LeBlanc Catherine,,後期,木2,外国語群,,,2026
英語ライティング－リスニングＢ,川本 充,,後期,木2,外国語群,,,2026
英語ライティング－リスニングＢ,RUSSELL，Leeja Cassandra,,後期,木2,外国語群,,,2026
英語ライティング－リスニングＢ,進藤 三佳,,後期,木2,外国語群,,,2026
ドイツ語ＩＢ（文法）,林嵜 伸二,,後期,木2,外国語群,,,2026
ドイツ語ＩＡ（演習） 再履修クラス,伊藤 克将,,後期,木2,外国語群,,,2026
ドイツ語ＩＢ（演習）,井尻 楽,,後期,木2,外国語群,,,2026
ドイツ語ＩＢ（演習）,ROER，Manfred Karl,,後期,木2,外国語群,,,2026
フランス語ＩＢ（文法）,西山 由紀,,後期,木2,外国語群,,,2026
中国語ＩＢ（文法）,劉 愛群,,後期,木2,外国語群,,,2026
中国語ＩＢ（演習）,殷 文怡,,後期,木2,外国語群,,,2026
中国語ＩＢ（演習）,二宮 美那子,,後期,木2,外国語群,,,2026
中国語ＩＢ（演習）,孫 文秀,,後期,木2,外国語群,,,2026
スペイン語ＩＢ（文法）,塚原 信行・小川 雅美,,後期,木2,外国語群,,,2026
ドイツ語IIＢ,津田 拓人,,後期,木2,外国語群,,,2026
中国語IIＢC258,大賀 晶子,,後期,木2,外国語群,,,2026
中国語IIＢC268,徐 勤,,後期,木2,外国語群,,,2026
スペイン語IIＢ（演習）,塚原 信行・HEVIA PENNA PABLO ANTONIO,,後期,木2,外国語群,,,2026
日本語初級Ｉ（読解･作文）,江夏 亜希子,,後期,木2,外国語群,,,2026
日本語中級II（会話）,和田 弥恵子,,後期,木2,外国語群,,,2026
日本語上級（作文）,中嶌 容子,,後期,木2,外国語群,,,2026
日本語概論,パリハワダナ ルチラ,,後期,木2,外国語群,,,2026
プログラミング演習（Python）,岡本 雅子,,後期,木2,情報群,,,2026
情報AI基礎演習［全学向］,酒井 博之・田島 敬史,,後期,木2,情報群,,プログラミング入門,2026
微分積分学続論II－微分方程式,角 大輝,,後期,木3,自然群,,,2026
微分積分学続論II－微分方程式,林 雅行,,後期,木3,自然群,,,2026
微分積分学続論II－微分方程式,藤原 宏志,,後期,木3,自然群,,,2026
Quest for Mathematics I-E2,"MENG, Xiangqian",,後期,木3,自然群,,,2026
物理学実験,舟橋 春彦,,後期,木3・木4,自然群,,,2026
振動・波動論,木下 俊哉,,後期,木3,自然群,,,2026
Fundamental Physics B-E2,Jorge Luis Puebla Nunez,,後期,木3,自然群,,,2026
生物学実習Ｉ ［基礎コース］,西川 完途・瀬戸口 浩彰・市岡 孝朗・土屋 徹・佐藤 博俊・原 壮大朗・谷村 文,,後期,木3・木4,自然群,,,2026
統計入門,林 和則,,後期,木3,自然群,,,2026
統計入門,首藤 一幸,,後期,木3,自然群,,,2026
Introduction to Biology and Life Science-E2,BRANDANI，Giovanni・Bruno,,後期,木3,自然群,,,2026
Introduction to Immunology-E2 :The body's defense system,"KIM, Minsoo",,後期,木3,自然群,,,2026
英語リーディング,加藤 弘嗣,,後期,木3,外国語群,,,2026
英語リーディング,森口 由香,,後期,木3,外国語群,,,2026
英語リーディング,徳永 悠,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,"RYLANDER, John",,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,松本 敬子,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,"Gumbilai, Valentino Milton Junior",,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,川本 充,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,DALSKY，David Jerome,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,横森 大輔,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,MCCARTHY，Tanya Miranda,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,佐藤 龍一,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,RUSSELL，Leeja Cassandra,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,貫井 隆,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,Schipper Sara,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,八木 淳一,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,HAUSER，Jacob Richard,,後期,木3,外国語群,,,2026
英語ライティング－リスニングＢ,LeBlanc Catherine,,後期,木3,外国語群,,,2026
ドイツ語ＩＢ（文法）,島 憲男,,後期,木3,外国語群,,,2026
ドイツ語ＩＢ（文法）,林嵜 伸二,,後期,木3,外国語群,,,2026
ドイツ語ＩＢ（演習）,山取 圭澄,,後期,木3,外国語群,,,2026
ドイツ語ＩＢ（演習）,飛鳥井 雅友,,後期,木3,外国語群,,,2026
フランス語ＩＢ（演習）,都留ドゥヴォー 恵美里,,後期,木3,外国語群,,,2026
中国語ＩＢ（文法）,大賀 晶子,,後期,木3,外国語群,,,2026
中国語ＩＢ（文法）,松江 崇,,後期,木3,外国語群,,,2026
中国語ＩＢ（演習）,成 高雅,,後期,木3,外国語群,,,2026
中国語ＩＢ（演習）,姜 若冰,,後期,木3,外国語群,,,2026
中国語ＩＢ（演習）,孫 文秀,,後期,木3,外国語群,,,2026
ロシア語ＩＢ（文法）,堀口 大樹,,後期,木3,外国語群,,,2026
スペイン語ＩＢ（文法）,塚原 信行・小川 雅美,,後期,木3,外国語群,,,2026
朝鮮語ＩＢ（演習）,文 斗卓,,後期,木3,外国語群,,,2026
アラビア語ＩＢ（文法）,三代川 寛子,,後期,木3,外国語群,,,2026
ドイツ語IIＢ（会話）,ROER，Manfred Karl,,後期,木3,外国語群,,,2026
フランス語IIＢ,西山 由紀,,後期,木3,外国語群,,,2026
イタリア語IIＢ,霜田 洋祐,,後期,木3,外国語群,,,2026
朝鮮語IIＢ,郭 旻錫,,後期,木3,外国語群,,,2026
日本語初級Ｉ（会話）,和田 弥恵子,,後期,木3,外国語群,,,2026
日本語上級（聴解）,中嶌 容子,,後期,木3,外国語群,,,2026
日本語中級IIＢ（総合）,半田 佳奈子,,後期,木3,外国語群,,,2026
"Multimodal AI: Unifying Vision, Language and Audio-E2","LALA, Divesh Kanu",,後期,木3,情報群,,,2026
情報AI基礎演習［農学部］,仲村 匡司・粟野 達也・檀浦 正子・澤田 豊・山﨑 理正,,後期,木3,情報群,,プログラミング入門,2026
Quest for Mathematics II-E2,上田 福大,,後期,木4,自然群,,,2026
Fundamental Physics B,QURESHI，Ali Gul,,後期,木4,自然群,,,2026
化学のフロンティアII,前里 光彦・治田 充貴・儘田 正史・小川 幹太・尾勝 圭・後藤 真人・向吉 恵,,後期,木4,自然群,,,2026
Everyday Life Chemistry-E2,"SINGH, Vaibhav Pal",,後期,木4,自然群,,,2026
Revisiting Basic Organic Chemistry I-E2,LANDENBERGER，Kira Beth,,後期,木4,自然群,,,2026
Chemistry for non-science majors II-E2,PINCELLA，Francesca,,後期,木4,自然群,,,2026
How the Earth Works II-E2 :Earth's History,ENESCU，Bogdan Dumitru,,後期,木4,自然群,,,2026
霊長類学入門II,今井 啓雄・平崎 鋭矢・松本 正幸,,後期,木4,自然群,,,2026
Introduction to Computational Molecular Biology-E2,Martin Robert,,後期,木4,自然群,,,2026
化学と生物の分子集合学,藤田 大士・鈴木 淳・樋口 雅一,,後期,木4,自然群,,,2026
英語ライティング－リスニングＢ 単位未修得者クラス,八木 淳一,,後期,木4,外国語群,,,2026
ドイツ語ＩＢ（文法）,林嵜 伸二,,後期,木4,外国語群,,,2026
ドイツ語ＩＢ（演習）,飛鳥井 雅友,,後期,木4,外国語群,,,2026
ドイツ語ＩＢ（演習）,ROER，Manfred Karl,,後期,木4,外国語群,,,2026
フランス語ＩＢ（文法）,青山 千紗,,後期,木4,外国語群,,,2026
フランス語ＩＢ（文法）,井上 卓也,,後期,木4,外国語群,,,2026
フランス語ＩＢ（演習）,PHOTHISANE，Sarah,,後期,木4,外国語群,,,2026
フランス語ＩＢ（演習）,都留ドゥヴォー 恵美里,,後期,木4,外国語群,,,2026
中国語ＩＢ（演習）,劉 愛群,,後期,木4,外国語群,,,2026
中国語ＩＢ（演習）,成 高雅,,後期,木4,外国語群,,,2026
スペイン語ＩＢ（文法）,塚原 信行・小川 雅美,,後期,木4,外国語群,,,2026
スペイン語ＩＢ（演習）,塚原 信行・HEVIA PENNA PABLO ANTONIO,,後期,木4,外国語群,,,2026
ドイツ語IIＢ,山取 圭澄,,後期,木4,外国語群,,,2026
中国語IIＢC269,姜 若冰,,後期,木4,外国語群,,,2026
日本語中級II（作文）,半田 佳奈子,,後期,木4,外国語群,,,2026
情報AI基礎［工学部］ （物理工学科）,中村 裕一・近藤 一晃,,後期,木4,情報群,,情報基礎実践,2026
情報AI基礎演習［理学部］,西村 進・大同 暁人・菊地 克彦,,後期,木4,情報群,,プログラミング入門,2026
応用数学セミナー,白石 大典・清水 良輔,,後期,木5,自然群,,,2026
応用数学セミナー,宮路 智行・劉 逸侃,,後期,木5,自然群,,,2026
やわらかな物理学－物質と生命の本質を探る,角五 彰・荒木 武昭・川又 生吹・谷 茉莉,,後期,木5,自然群,,,2026
水と緑と土の科学,松四 雄騎・佐山 敬洋・山口 弘誠・萬 和明・田中 智大,,後期,木5,自然群,,,2026
フランス語ＩＡ（演習） 再履修クラス,PHOTHISANE，Sarah,,後期,木5,外国語群,,,2026
